person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_label,loan_id,rate_was_missing,int_rate_filling,income_band,age_band,person_emp_length_band,loan_to_income_band
27,40000,RENT,3,EDUCATION,A,5000,7.29,0,0.13,No,5,Non Default,20634,0,7.29,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
35,34000,RENT,7,EDUCATION,D,5000,16.32,1,0.15,No,6,Default,20635,0,16.32,2. 30k-50k,4. 35-39,5. 6-9 yrs,2. 10-20%
28,34000,RENT,1,VENTURE,C,5000,14.26,1,0.15,Yes,9,Default,20636,0,14.26,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
34,40000,RENT,2,VENTURE,B,5000,12.53,0,0.13,No,10,Non Default,20637,0,12.53,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
35,34000,RENT,0,DEBT CONSOLIDATION,E,5000,15.45,1,0.15,Yes,6,Default,20638,0,15.45,2. 30k-50k,4. 35-39,2. Under 1 yrs,2. 10-20%
31,40000,RENT,0,VENTURE,B,5000,9.45,0,0.13,No,10,Non Default,20639,0,9.45,2. 30k-50k,3. 30-34,2. Under 1 yrs,2. 10-20%
34,42994,OWN,7,EDUCATION,D,7675,13.87,0,0.18,No,8,Non Default,20640,0,13.87,2. 30k-50k,3. 30-34,5. 6-9 yrs,2. 10-20%
27,34040,RENT,3,MEDICAL,B,5000,10.25,1,0.15,No,10,Default,20641,0,10.25,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
27,40752,RENT,6,MEDICAL,C,5000,13.49,0,0.12,No,8,Non Default,20642,0,13.49,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
35,40800,RENT,5,VENTURE,A,5000,6.54,0,0.12,No,5,Non Default,20643,0,6.54,2. 30k-50k,4. 35-39,4. 3-5yrs,2. 10-20%
27,34900,RENT,3,MEDICAL,E,5000,16.7,1,0.14,Yes,9,Default,20644,0,16.7,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
28,35000,RENT,0,HOME IMPROVEMENT,A,5000,8.9,1,0.14,No,9,Default,20645,0,8.9,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
29,41000,RENT,3,PERSONAL,B,5000,11.49,0,0.12,No,9,Non Default,20646,0,11.49,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
31,41004,RENT,5,MEDICAL,D,5000,15.28,0,0.12,No,10,Non Default,20647,0,15.28,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
34,41600,RENT,0,PERSONAL,B,5000,10.65,0,0.12,No,6,Non Default,20648,0,10.65,2. 30k-50k,3. 30-34,2. Under 1 yrs,2. 10-20%
28,42000,RENT,4,MEDICAL,A,5000,5.42,0,0.12,No,5,Non Default,20649,0,5.42,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
29,42000,RENT,3,MEDICAL,D,5000,15.99,0,0.12,Yes,6,Non Default,20650,0,15.99,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
35,42000,RENT,6,MEDICAL,A,5000,6.99,0,0.12,No,10,Non Default,20651,0,6.99,2. 30k-50k,4. 35-39,5. 6-9 yrs,2. 10-20%
34,42000,RENT,17,VENTURE,B,5000,,0,0.12,No,5,Non Default,20652,1,10.99,2. 30k-50k,3. 30-34,6. 10+,2. 10-20%
27,42000,RENT,1,PERSONAL,B,5000,10.99,0,0.12,No,10,Non Default,20653,0,10.99,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
28,43000,MORTGAGE,6,VENTURE,A,15000,6.03,0,0.35,No,5,Non Default,20654,0,6.03,2. 30k-50k,2. 25-29,5. 6-9 yrs,4. 30-40%
27,42000,RENT,7,MEDICAL,B,5000,11.11,0,0.12,No,9,Non Default,20655,0,11.11,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
27,42000,RENT,7,DEBT CONSOLIDATION,A,5000,5.42,0,0.12,No,5,Non Default,20656,0,5.42,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
31,42000,RENT,3,MEDICAL,B,5000,11.86,0,0.12,No,9,Non Default,20657,0,11.86,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
30,42000,RENT,2,MEDICAL,B,5000,,0,0.12,No,7,Non Default,20658,1,10.99,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
28,43000,MORTGAGE,11,PERSONAL,C,5000,12.99,0,0.12,Yes,5,Non Default,20659,0,12.99,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
29,42000,RENT,1,PERSONAL,A,5000,,0,0.12,No,6,Non Default,20660,1,7.49,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
32,42000,RENT,4,DEBT CONSOLIDATION,B,5000,10.08,0,0.12,No,9,Non Default,20661,0,10.08,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
28,42016,RENT,3,MEDICAL,B,5000,10.36,0,0.12,No,5,Non Default,20662,0,10.36,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
27,42072,RENT,3,VENTURE,B,5000,11.49,0,0.12,No,10,Non Default,20663,0,11.49,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
31,42100,RENT,4,DEBT CONSOLIDATION,B,5000,10.36,0,0.12,No,9,Non Default,20664,0,10.36,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
32,36500,RENT,2,HOME IMPROVEMENT,A,5000,6.91,1,0.14,No,5,Default,20665,0,6.91,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
27,43000,MORTGAGE,11,VENTURE,A,17500,7.29,0,0.41,No,7,Non Default,20666,0,7.29,2. 30k-50k,2. 25-29,6. 10+,4. 30-40%
27,42996,RENT,1,MEDICAL,C,5000,13.61,0,0.12,No,6,Non Default,20667,0,13.61,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
28,43000,RENT,12,MEDICAL,B,5000,11.71,0,0.12,No,9,Non Default,20668,0,11.71,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
31,43000,RENT,1,MEDICAL,B,5000,9.99,0,0.12,No,10,Non Default,20669,0,9.99,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
30,43000,RENT,0,VENTURE,B,5000,9.62,0,0.12,No,9,Non Default,20670,0,9.62,2. 30k-50k,3. 30-34,2. Under 1 yrs,2. 10-20%
28,43000,MORTGAGE,4,MEDICAL,A,13800,6.91,0,0.32,No,6,Non Default,20671,0,6.91,2. 30k-50k,2. 25-29,4. 3-5yrs,4. 30-40%
33,43000,MORTGAGE,4,HOME IMPROVEMENT,C,10000,13.35,0,0.23,Yes,10,Non Default,20672,0,13.35,2. 30k-50k,3. 30-34,4. 3-5yrs,3. 20-30%
28,38000,RENT,7,PERSONAL,C,5000,13.49,1,0.13,No,6,Default,20673,0,13.49,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
28,44000,RENT,7,DEBT CONSOLIDATION,A,5000,5.42,0,0.11,No,7,Non Default,20674,0,5.42,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
35,44908,RENT,6,EDUCATION,A,5000,6.92,0,0.11,No,7,Non Default,20675,0,6.92,2. 30k-50k,4. 35-39,5. 6-9 yrs,2. 10-20%
27,43000,OWN,11,EDUCATION,A,15000,7.51,0,0.35,No,5,Non Default,20676,0,7.51,2. 30k-50k,2. 25-29,6. 10+,4. 30-40%
35,39000,RENT,8,MEDICAL,B,5000,9.99,1,0.13,No,6,Default,20677,0,9.99,2. 30k-50k,4. 35-39,5. 6-9 yrs,2. 10-20%
28,39000,RENT,6,DEBT CONSOLIDATION,A,5000,5.99,1,0.13,No,7,Default,20678,0,5.99,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
28,43000,MORTGAGE,12,HOME IMPROVEMENT,C,12000,13.48,0,0.28,No,6,Non Default,20679,0,13.48,2. 30k-50k,2. 25-29,6. 10+,3. 20-30%
34,43000,MORTGAGE,9,DEBT CONSOLIDATION,A,11000,7.88,0,0.26,No,10,Non Default,20680,0,7.88,2. 30k-50k,3. 30-34,5. 6-9 yrs,3. 20-30%
32,43000,MORTGAGE,6,VENTURE,A,12000,7.88,0,0.28,No,7,Non Default,20681,0,7.88,2. 30k-50k,3. 30-34,5. 6-9 yrs,3. 20-30%
31,45000,RENT,2,VENTURE,C,5000,13.35,0,0.11,No,8,Non Default,20682,0,13.35,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
32,39000,RENT,5,MEDICAL,D,5000,14.09,1,0.13,No,10,Default,20683,0,14.09,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
32,45000,RENT,1,DEBT CONSOLIDATION,B,5000,10.36,0,0.11,No,5,Non Default,20684,0,10.36,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
32,45000,RENT,1,PERSONAL,A,5000,7.88,0,0.11,No,10,Non Default,20685,0,7.88,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
28,45000,RENT,2,PERSONAL,C,5000,12.73,0,0.11,No,7,Non Default,20686,0,12.73,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
28,43000,MORTGAGE,12,HOME IMPROVEMENT,A,8000,9.32,0,0.19,No,10,Non Default,20687,0,9.32,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
33,45360,RENT,3,PERSONAL,D,5000,15.99,0,0.11,No,6,Non Default,20688,0,15.99,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
27,45500,RENT,2,EDUCATION,B,5000,11.71,0,0.11,No,5,Non Default,20689,0,11.71,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
29,43000,MORTGAGE,13,MEDICAL,A,10000,8,0,0.23,No,9,Non Default,20690,0,8,2. 30k-50k,2. 25-29,6. 10+,3. 20-30%
28,37000,MORTGAGE,3,HOME IMPROVEMENT,C,6000,12.53,1,0.16,No,9,Default,20691,0,12.53,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
30,46044,RENT,4,MEDICAL,B,5000,,0,0.11,No,9,Non Default,20692,1,10.99,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
31,43200,MORTGAGE,0,VENTURE,A,3000,8.9,0,0.07,No,6,Non Default,20693,0,8.9,2. 30k-50k,3. 30-34,2. Under 1 yrs,1. 0-10%
29,47000,RENT,2,PERSONAL,B,5000,10.62,0,0.11,No,7,Non Default,20694,0,10.62,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
31,41000,RENT,1,EDUCATION,D,5000,16.07,1,0.12,No,9,Default,20695,0,16.07,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
30,43200,MORTGAGE,5,HOME IMPROVEMENT,C,4200,13.49,0,0.1,Yes,7,Non Default,20696,0,13.49,2. 30k-50k,3. 30-34,4. 3-5yrs,1. 0-10%
27,43200,OWN,2,VENTURE,B,5000,12.69,0,0.12,No,8,Non Default,20697,0,12.69,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
34,47000,RENT,7,EDUCATION,C,5000,12.73,0,0.11,No,6,Non Default,20698,0,12.73,2. 30k-50k,3. 30-34,5. 6-9 yrs,2. 10-20%
33,43200,MORTGAGE,2,DEBT CONSOLIDATION,A,5000,7.51,0,0.12,No,8,Non Default,20699,0,7.51,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
30,41998,RENT,0,HOME IMPROVEMENT,E,5000,16,1,0.12,No,6,Default,20700,0,16,2. 30k-50k,3. 30-34,2. Under 1 yrs,2. 10-20%
27,48000,RENT,3,DEBT CONSOLIDATION,B,5000,11.71,0,0.1,No,7,Non Default,20701,0,11.71,2. 30k-50k,2. 25-29,4. 3-5yrs,1. 0-10%
32,43200,MORTGAGE,7,HOME IMPROVEMENT,A,15000,7.91,0,0.35,No,7,Non Default,20702,0,7.91,2. 30k-50k,3. 30-34,5. 6-9 yrs,4. 30-40%
31,42000,RENT,2,EDUCATION,A,5000,8.49,1,0.12,No,10,Default,20703,0,8.49,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
29,43200,OWN,13,PERSONAL,A,4625,5.42,0,0.11,No,6,Non Default,20704,0,5.42,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
30,43200,OWN,6,HOME IMPROVEMENT,B,2000,10.99,0,0.05,No,9,Non Default,20705,0,10.99,2. 30k-50k,3. 30-34,5. 6-9 yrs,1. 0-10%
32,48000,RENT,9,PERSONAL,A,5000,6.92,0,0.1,No,10,Non Default,20706,0,6.92,2. 30k-50k,3. 30-34,5. 6-9 yrs,1. 0-10%
28,48000,RENT,4,EDUCATION,A,5000,7.29,0,0.1,No,8,Non Default,20707,0,7.29,2. 30k-50k,2. 25-29,4. 3-5yrs,1. 0-10%
32,48000,RENT,5,DEBT CONSOLIDATION,B,5000,11.49,0,0.1,No,8,Non Default,20708,0,11.49,2. 30k-50k,3. 30-34,4. 3-5yrs,1. 0-10%
29,42000,RENT,0,HOME IMPROVEMENT,D,5000,14.96,1,0.12,No,9,Default,20709,0,14.96,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
28,43200,OWN,5,PERSONAL,B,12250,9.99,0,0.28,No,6,Non Default,20710,0,9.99,2. 30k-50k,2. 25-29,4. 3-5yrs,3. 20-30%
27,48000,RENT,2,MEDICAL,B,5000,11.58,0,0.1,No,5,Non Default,20711,0,11.58,2. 30k-50k,2. 25-29,3. 1-2 yrs,1. 0-10%
30,43200,MORTGAGE,14,PERSONAL,B,5000,11.36,0,0.12,No,9,Non Default,20712,0,11.36,2. 30k-50k,3. 30-34,6. 10+,2. 10-20%
32,48000,RENT,8,DEBT CONSOLIDATION,C,5000,11.97,0,0.1,Yes,10,Non Default,20713,0,11.97,2. 30k-50k,3. 30-34,5. 6-9 yrs,1. 0-10%
29,48504,RENT,0,DEBT CONSOLIDATION,C,5000,13.98,0,0.1,Yes,5,Non Default,20714,0,13.98,2. 30k-50k,2. 25-29,2. Under 1 yrs,1. 0-10%
28,48879,RENT,4,PERSONAL,B,5000,12.42,0,0.1,No,7,Non Default,20715,0,12.42,2. 30k-50k,2. 25-29,4. 3-5yrs,1. 0-10%
28,43344,MORTGAGE,4,PERSONAL,B,10000,11.12,0,0.23,No,9,Non Default,20716,0,11.12,2. 30k-50k,2. 25-29,4. 3-5yrs,3. 20-30%
30,37400,MORTGAGE,6,MEDICAL,D,12700,17.27,1,0.34,No,5,Default,20717,0,17.27,2. 30k-50k,3. 30-34,5. 6-9 yrs,4. 30-40%
27,43495,MORTGAGE,3,EDUCATION,B,10800,10.99,0,0.25,No,6,Non Default,20718,0,10.99,2. 30k-50k,2. 25-29,4. 3-5yrs,3. 20-30%
28,43500,MORTGAGE,12,EDUCATION,B,4000,12.69,0,0.09,No,8,Non Default,20719,0,12.69,2. 30k-50k,2. 25-29,6. 10+,1. 0-10%
28,44000,RENT,0,HOME IMPROVEMENT,C,5000,12.99,1,0.11,Yes,5,Default,20720,0,12.99,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
30,43500,MORTGAGE,5,EDUCATION,C,11250,13.61,0,0.26,Yes,9,Non Default,20721,0,13.61,2. 30k-50k,3. 30-34,4. 3-5yrs,3. 20-30%
27,43500,MORTGAGE,0,MEDICAL,B,1200,,0,0.03,No,5,Non Default,20722,1,10.99,2. 30k-50k,2. 25-29,2. Under 1 yrs,1. 0-10%
34,55000,RENT,7,VENTURE,A,9000,7.74,0,0.16,No,6,Non Default,20723,0,7.74,3. 50k-75k,3. 30-34,5. 6-9 yrs,2. 10-20%
27,43680,MORTGAGE,3,DEBT CONSOLIDATION,B,7000,10.65,0,0.16,No,10,Non Default,20724,0,10.65,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
33,55070,RENT,0,MEDICAL,A,9000,8.49,0,0.16,No,5,Non Default,20725,0,8.49,3. 50k-75k,3. 30-34,2. Under 1 yrs,2. 10-20%
29,43680,OWN,0,DEBT CONSOLIDATION,D,10000,14.46,0,0.23,No,8,Non Default,20726,0,14.46,2. 30k-50k,2. 25-29,2. Under 1 yrs,3. 20-30%
27,57057,RENT,3,VENTURE,C,9000,13.11,0,0.16,No,5,Non Default,20727,0,13.11,3. 50k-75k,2. 25-29,4. 3-5yrs,2. 10-20%
29,43800,OWN,13,HOME IMPROVEMENT,A,4800,7.05,0,0.11,No,7,Non Default,20728,0,7.05,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
27,57500,RENT,2,DEBT CONSOLIDATION,C,9000,11.97,0,0.16,Yes,9,Non Default,20729,0,11.97,3. 50k-75k,2. 25-29,3. 1-2 yrs,2. 10-20%
27,43900,MORTGAGE,2,PERSONAL,B,14000,10.38,0,0.32,No,10,Non Default,20730,0,10.38,2. 30k-50k,2. 25-29,3. 1-2 yrs,4. 30-40%
27,53321,RENT,11,MEDICAL,D,9000,15.58,1,0.17,Yes,7,Default,20731,0,15.58,3. 50k-75k,2. 25-29,6. 10+,2. 10-20%
29,43958,MORTGAGE,3,VENTURE,A,7000,,0,0.16,No,8,Non Default,20732,1,7.49,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
29,59520,RENT,13,HOME IMPROVEMENT,A,9000,5.42,0,0.15,No,9,Non Default,20733,0,5.42,3. 50k-75k,2. 25-29,6. 10+,2. 10-20%
33,60000,RENT,3,PERSONAL,A,9000,8.49,0,0.15,No,5,Non Default,20734,0,8.49,3. 50k-75k,3. 30-34,4. 3-5yrs,2. 10-20%
31,60000,RENT,3,MEDICAL,C,9000,13.06,0,0.15,No,7,Non Default,20735,0,13.06,3. 50k-75k,3. 30-34,4. 3-5yrs,2. 10-20%
33,44000,MORTGAGE,17,VENTURE,A,16000,7.9,0,0.36,No,10,Non Default,20736,0,7.9,2. 30k-50k,3. 30-34,6. 10+,4. 30-40%
35,54000,RENT,1,MEDICAL,D,9000,14.46,1,0.17,No,9,Default,20737,0,14.46,3. 50k-75k,4. 35-39,3. 1-2 yrs,2. 10-20%
29,60000,RENT,7,EDUCATION,C,9000,13.61,0,0.15,No,9,Non Default,20738,0,13.61,3. 50k-75k,2. 25-29,5. 6-9 yrs,2. 10-20%
28,44000,MORTGAGE,12,MEDICAL,B,8000,10.59,0,0.18,No,6,Non Default,20739,0,10.59,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
31,54000,RENT,3,HOME IMPROVEMENT,D,9000,12.49,1,0.17,No,7,Default,20740,0,12.49,3. 50k-75k,3. 30-34,4. 3-5yrs,2. 10-20%
28,54989,RENT,1,HOME IMPROVEMENT,B,9000,,1,0.16,No,8,Default,20741,1,10.99,3. 50k-75k,2. 25-29,3. 1-2 yrs,2. 10-20%
30,61000,RENT,1,PERSONAL,B,9000,11.49,0,0.15,No,5,Non Default,20742,0,11.49,3. 50k-75k,3. 30-34,3. 1-2 yrs,2. 10-20%
29,62000,RENT,13,EDUCATION,C,9000,,0,0.15,No,9,Non Default,20743,1,13.48,3. 50k-75k,2. 25-29,6. 10+,2. 10-20%
32,56000,RENT,1,MEDICAL,D,9000,15.05,1,0.16,Yes,6,Default,20744,0,15.05,3. 50k-75k,3. 30-34,3. 1-2 yrs,2. 10-20%
32,44000,MORTGAGE,8,MEDICAL,A,3600,6.99,0,0.08,No,8,Non Default,20745,0,6.99,2. 30k-50k,3. 30-34,5. 6-9 yrs,1. 0-10%
31,56004,RENT,3,EDUCATION,D,9000,14.46,1,0.16,Yes,5,Default,20746,0,14.46,3. 50k-75k,3. 30-34,4. 3-5yrs,2. 10-20%
30,38000,MORTGAGE,5,EDUCATION,E,10000,17.99,1,0.26,No,6,Default,20747,0,17.99,2. 30k-50k,3. 30-34,4. 3-5yrs,3. 20-30%
29,44000,MORTGAGE,3,EDUCATION,B,5500,10.99,0,0.13,No,7,Non Default,20748,0,10.99,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
31,62201,RENT,2,DEBT CONSOLIDATION,B,9000,12.53,0,0.14,No,8,Non Default,20749,0,12.53,3. 50k-75k,3. 30-34,3. 1-2 yrs,2. 10-20%
29,62532,RENT,6,VENTURE,C,9000,13.49,0,0.14,No,6,Non Default,20750,0,13.49,3. 50k-75k,2. 25-29,5. 6-9 yrs,2. 10-20%
31,62839,RENT,15,HOME IMPROVEMENT,D,9000,15.33,0,0.14,No,10,Non Default,20751,0,15.33,3. 50k-75k,3. 30-34,6. 10+,2. 10-20%
30,65000,RENT,3,EDUCATION,B,9000,12.42,0,0.14,No,5,Non Default,20752,0,12.42,3. 50k-75k,3. 30-34,4. 3-5yrs,2. 10-20%
34,44000,OWN,2,VENTURE,C,10000,13.43,0,0.23,No,6,Non Default,20753,0,13.43,2. 30k-50k,3. 30-34,3. 1-2 yrs,3. 20-30%
28,44000,MORTGAGE,5,DEBT CONSOLIDATION,C,7000,13.06,0,0.16,No,9,Non Default,20754,0,13.06,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
30,44000,MORTGAGE,1,EDUCATION,A,6800,6.91,0,0.15,No,7,Non Default,20755,0,6.91,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
28,66000,RENT,11,DEBT CONSOLIDATION,C,9000,13.99,0,0.14,No,7,Non Default,20756,0,13.99,3. 50k-75k,2. 25-29,6. 10+,2. 10-20%
27,44000,OWN,4,PERSONAL,C,2000,13.35,0,0.05,No,5,Non Default,20757,0,13.35,2. 30k-50k,2. 25-29,4. 3-5yrs,1. 0-10%
30,67092,RENT,0,DEBT CONSOLIDATION,C,9000,12.87,0,0.13,No,8,Non Default,20758,0,12.87,3. 50k-75k,3. 30-34,2. Under 1 yrs,2. 10-20%
32,44000,MORTGAGE,9,DEBT CONSOLIDATION,A,15600,6.17,0,0.35,No,5,Non Default,20759,0,6.17,2. 30k-50k,3. 30-34,5. 6-9 yrs,4. 30-40%
29,44000,MORTGAGE,13,MEDICAL,A,24000,6.91,0,0.55,No,8,Non Default,20760,0,6.91,2. 30k-50k,2. 25-29,6. 10+,4. 30-40%
33,69996,RENT,2,HOME IMPROVEMENT,B,9000,11.58,0,0.13,No,5,Non Default,20761,0,11.58,3. 50k-75k,3. 30-34,3. 1-2 yrs,2. 10-20%
31,70000,RENT,0,VENTURE,B,9000,10,0,0.13,No,5,Non Default,20762,0,10,3. 50k-75k,3. 30-34,2. Under 1 yrs,2. 10-20%
33,44000,MORTGAGE,5,PERSONAL,B,5500,,0,0.13,No,9,Non Default,20763,1,10.99,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
29,64000,RENT,3,DEBT CONSOLIDATION,D,9000,,1,0.14,Yes,6,Default,20764,1,15.31,3. 50k-75k,2. 25-29,4. 3-5yrs,2. 10-20%
28,44000,OWN,10,PERSONAL,D,7500,14.84,0,0.17,Yes,8,Non Default,20765,0,14.84,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
27,70176,RENT,3,VENTURE,A,9000,7.88,0,0.13,No,8,Non Default,20766,0,7.88,3. 50k-75k,2. 25-29,4. 3-5yrs,2. 10-20%
27,44000,MORTGAGE,3,EDUCATION,C,5700,13.23,0,0.13,Yes,9,Non Default,20767,0,13.23,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
35,44000,MORTGAGE,5,DEBT CONSOLIDATION,A,6500,7.51,0,0.15,No,7,Non Default,20768,0,7.51,2. 30k-50k,4. 35-39,4. 3-5yrs,2. 10-20%
33,72000,RENT,9,PERSONAL,B,9000,11.14,0,0.13,No,5,Non Default,20769,0,11.14,3. 50k-75k,3. 30-34,5. 6-9 yrs,2. 10-20%
27,44000,MORTGAGE,3,EDUCATION,C,6400,13.85,0,0.15,Yes,7,Non Default,20770,0,13.85,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
27,69000,RENT,0,PERSONAL,D,9000,16.77,1,0.13,Yes,6,Default,20771,0,16.77,3. 50k-75k,2. 25-29,2. Under 1 yrs,2. 10-20%
27,38000,MORTGAGE,0,MEDICAL,C,14000,14.26,1,0.37,Yes,9,Default,20772,0,14.26,2. 30k-50k,2. 25-29,2. Under 1 yrs,4. 30-40%
28,75000,RENT,4,DEBT CONSOLIDATION,B,9000,12.21,0,0.12,No,8,Non Default,20773,0,12.21,4. 75k-100k,2. 25-29,4. 3-5yrs,2. 10-20%
29,77800,RENT,2,HOME IMPROVEMENT,B,9000,12.42,0,0.12,No,6,Non Default,20774,0,12.42,4. 75k-100k,2. 25-29,3. 1-2 yrs,2. 10-20%
30,44000,MORTGAGE,14,HOME IMPROVEMENT,A,11000,8,0,0.25,No,5,Non Default,20775,0,8,2. 30k-50k,3. 30-34,6. 10+,3. 20-30%
27,83200,RENT,11,EDUCATION,D,9000,15.31,0,0.11,Yes,5,Non Default,20776,0,15.31,4. 75k-100k,2. 25-29,6. 10+,2. 10-20%
27,44000,MORTGAGE,2,MEDICAL,A,7500,8,0,0.17,No,8,Non Default,20777,0,8,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
34,84000,RENT,3,PERSONAL,A,9000,5.79,0,0.11,No,10,Non Default,20778,0,5.79,4. 75k-100k,3. 30-34,4. 3-5yrs,2. 10-20%
31,44000,OWN,6,HOME IMPROVEMENT,D,17350,13.55,0,0.39,Yes,7,Non Default,20779,0,13.55,2. 30k-50k,3. 30-34,5. 6-9 yrs,4. 30-40%
28,66725,RENT,3,MEDICAL,D,9000,16.29,1,0.11,Yes,9,Default,20780,0,16.29,3. 50k-75k,2. 25-29,4. 3-5yrs,2. 10-20%
28,84800,RENT,4,DEBT CONSOLIDATION,B,9000,,0,0.11,No,7,Non Default,20781,1,10.99,4. 75k-100k,2. 25-29,4. 3-5yrs,2. 10-20%
27,38004,MORTGAGE,0,DEBT CONSOLIDATION,D,12000,16.77,1,0.32,No,6,Default,20782,0,16.77,2. 30k-50k,2. 25-29,2. Under 1 yrs,4. 30-40%
33,44004,MORTGAGE,4,EDUCATION,A,9275,7.29,0,0.21,No,7,Non Default,20783,0,7.29,2. 30k-50k,3. 30-34,4. 3-5yrs,3. 20-30%
27,44004,MORTGAGE,2,MEDICAL,A,10000,6.92,0,0.23,No,9,Non Default,20784,0,6.92,2. 30k-50k,2. 25-29,3. 1-2 yrs,3. 20-30%
28,44004,MORTGAGE,5,MEDICAL,C,6000,13.06,0,0.14,Yes,10,Non Default,20785,0,13.06,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
27,85000,RENT,6,HOME IMPROVEMENT,B,9000,10.36,0,0.11,No,5,Non Default,20786,0,10.36,4. 75k-100k,2. 25-29,5. 6-9 yrs,2. 10-20%
27,73004,RENT,5,EDUCATION,A,9000,9.63,1,0.12,No,7,Default,20787,0,9.63,3. 50k-75k,2. 25-29,4. 3-5yrs,2. 10-20%
33,88000,RENT,3,VENTURE,D,9000,14.54,0,0.1,No,9,Non Default,20788,0,14.54,4. 75k-100k,3. 30-34,4. 3-5yrs,1. 0-10%
27,88000,RENT,11,DEBT CONSOLIDATION,A,9000,6.91,0,0.1,No,10,Non Default,20789,0,6.91,4. 75k-100k,2. 25-29,6. 10+,1. 0-10%
33,44136,MORTGAGE,2,EDUCATION,A,5000,,0,0.11,No,8,Non Default,20790,1,7.49,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
30,64698,RENT,11,MEDICAL,D,9000,16,1,0.12,Yes,5,Default,20791,0,16,3. 50k-75k,3. 30-34,6. 10+,2. 10-20%
